Id,SongKey,song,songwriters,lead_vocals,year,cover,Era,first_release_date,max_key,mode,avg_danceability,avg_energy,avg_loudness,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_tempo,avg_duration_ms,avg_time_signature,Song_y,lyrics,avg_popularity,core_catalogue_releases,Canonical_album,first_vocalist,Paul_Song,John_Song,George_Song,Ringo_Song,popularity,BB_name,BB_artist,BB_debut_date,BB_peak_position,BB_peak_date,BB_weeks_on_chart,RollingStonePosition,RobSegment,LauraSegment,EmilySegment,OliviaSegment,BrianSegment,JackieSegment,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,Pipeline_sentiment_label,Pipeline_sentiment_score,distilbertsentiment,FinetunedSentiment_Negative,FinetunedSentiment_Positive,cluster,Cluster_Name
77,iamthewalrus,I Am the Walrus,Lennon McCartney,Lennon,1967,0,Experimental,1967-11-27,2.0,1.0,0.401,0.556,-10.532,0.0513,0.0828,0.000359,0.589,0.654,85.206,275867.0,4.0,I am the Walrus,"I am he as you are he as you are me and we are all together. See how they run like pigs from a gun, see how they fly. I'm crying.  Sitting on a cornflake, waiting for the van to come. Corporation tee-shirt, stupid bloody Tuesday. Man, you been a naughty boy, you let your face grow long. I am the eggman, they are the eggmen. I am the walrus, goo goo g'joob.  Mister City Policeman sitting Pretty little policemen in a row. See how they fly like Lucy in the Sky, see how they run. I'm crying, I'm crying. I'm crying, I'm crying.  Yellow matter custard, dripping from a dead dog's eye. Crabalocker fishwife, pornographic priestess, Boy, you been a naughty girl you let your knickers down. I am the eggman, they are the eggmen. I am the walrus, goo goo g'joob.  Sitting in an English garden waiting for the sun. If the sun don't come, you get a tan From standing in the English rain. I am the eggman, they are the eggmen. I am the walrus, goo goo g'joob g'goo goo g'joob.  Expert textpert choking smokers, Don't you think the joker laughs at you? See how they smile like pigs in a sty, See how they snide. I'm crying.  Semolina pilchard, climbing up the Eiffel Tower. Elementary penguin singing Hari Krishna. Man, you should have seen them kicking Edgar Allan Poe. I am the eggman, they are the eggmen. I am the walrus, goo goo g'joob g'goo goo g'joob. Goo goo g'joob g'goo goo g'joob g'goo. ",40.8,Magical Mystery Tour,Magical Mystery Tour,Lennon,0,1,0,0,41,I Am The Walrus,The Beatles,1967-12-09,56,1967-12-23,4,,3,3,4,4,3,4.0,0.125,0.806,0.069,-0.9559,0.6368498206138611,0.3004955053329468,0.06265473365783691,NEGATIVE,0.997634768486023,0,0,1,0,Fab Four
79,idontwanttospoiltheparty,I Don't Want to Spoil the Party,Lennon McCartney,Lennon (with McCartney),1964,0,Beatlemania,1964-12-04,7.0,1.0,0.533,0.668,-7.237,0.033,0.451,0.0,0.149,0.889,95.438,154467.0,4.0,I don't want to spoil the party,"I don't want to spoil the party so I'll go, I would hate my disappointment to show, There's nothing for me here so I will disappear, If she turns up while I'm gone please let me know.  I've had a drink or two and I don't care, There's no fun in what I do if she's not there, I wonder what went wrong I've waited far too long, I think I'll take a walk and look for her.  Though tonight she's made me sad, I still love her, If I find her I'll be glad, I still love her.  I don't want to spoil the party so I'll go, I would hate my disappointment to show, There's nothing for me here so I will disappear, If she turns up while I'm gone please let me know.  Though tonight she's made me sad, I still love her, If I find her I'll be glad, I still love her.  I've had a drink or two and I don't care, There's no fun in what I do if she's not there, I wonder what went wrong I've waited far too long, I think I'll take a walk and look for her. ",46.0,Beatles for Sale,Beatles for Sale,Lennon,0,1,0,0,46,I Don't Want To Spoil The Party,The Beatles,1965-02-20,39,1965-03-20,6,,3,3,3,3,4,3.0,0.169,0.641,0.19,0.773,0.3738430440425873,0.44328194856643677,0.18287497758865356,NEGATIVE,0.8051583766937256,0,0,1,0,Fab Four
80,ifeelfine,I Feel Fine,Lennon McCartney,Lennon,1964,0,Beatlemania,1964-12-05,7.0,1.0,0.582,0.727,-9.481,0.0314,0.1292,2.96e-06,0.161,0.8145,89.842,137580.0,4.0,I feel fine,"Baby's good to me, you know, She's happy as can be, you know, She said so. I'm in love with her and I feel fine.  Baby says she's mine, you know, She tells me all the time, you know, She said so. I'm in love with her and I feel fine.  I'm so glad that she's my little girl. She's so glad, she's telling all the world That her baby buys her things, you know. He buys her diamond rings, you know, She said so. She's in love with me and I feel fine, mmm.  Baby says she's mine, you know, She tells me all the time, you know, She said so. I'm in love with her and I feel fine.  I'm so glad that she's my little girl. She's so glad, she's telling all the world That her baby buys her things, you know. He buys her diamond rings, you know, She said so. She's in love with me and I feel fine, mmm, mmm. ",42.4,Past Masters,,Lennon,0,1,0,0,42,I Feel Fine,The Beatles,1964-12-05,13,1964-12-26,11,,3,3,3,3,5,3.0,0.0,0.719,0.281,0.9948,0.0021835158113390207,0.03627290576696396,0.9615435600280762,POSITIVE,0.9998292922973633,0,0,1,0,Fab Four
81,imemine,I Me Mine,Harrison,Harrison,1970,0,Group of Solo Artists,1970-05-08,9.0,0.0,0.3798,0.5549999999999999,-8.9564,0.05156000000000001,0.41,6.7e-07,0.1968,0.5878,159.7434,126681.6,3.4,I me mine,"All thru' the day I me mine, I me mine, I me mine. All thru' the night I me mine, I me mine, I me mine. Now they're frightened of leaving it Ev'ryone's weaving it, Coming on strong all the time, All thru' the day I me mine.  I-me-me mine, I-me-me mine, I-me-me mine, I-me-me mine.  All I can hear I me mine, I me mine, I me mine. Even those tears I me mine, I me mine, I me mine. No-one's frightened of playing it Ev'ryone's saying it, Flowing more freely than wine, All thru' the day I me mine.  I-me-me mine, I-me-me mine, I-me-me mine, I-me-me mine.  All I can hear I me mine, I me mine, I me mine. Even those tears I me mine, I me mine, I me mine. No-one's frightened of playing it Ev'ryone's saying it, Flowing more freely than wine, All thru' your life I me mine ",38.0,Let It Be,Let It Be,Harrison,0,0,1,0,38,,,,,,0,,3,4,3,3,3,3.0,0.085,0.824,0.091,0.1989,0.09114757180213928,0.5223654508590698,0.3864869475364685,POSITIVE,0.9950485825538635,1,0,1,4,Psychedelic Soundscape
82,ineedyou,I Need You,Harrison,Harrison,1965,0,Beatlemania,1965-08-06,9.0,1.0,0.601,0.489,-8.554,0.0455,0.277,0.0,0.0988,0.638,136.215,148787.0,4.0,I need you,"You don't realize how much I need you, Love you all the time and never leave you. Please come on back to me. I'm lonely as can be. I need you. Said you had a thing or two to tell me.Â  How was I to know you would upset me? I didn't realize as I looked in your eyes... You told me, oh yes, you told me, you don't want my lovin' anymore. That's when it hurt me and feeling like this I just can't go on anymore. Please remember how I feel about you, I could never really live without you, So, come on back and see just what you mean to me. I need you. ",57.0,Help!,Help!,Harrison,0,0,1,0,57,,,,,,0,,3,4,3,3,1,3.0,0.112,0.789,0.099,-0.1526,0.4380859434604645,0.4190882444381714,0.14282585680484772,POSITIVE,0.993709921836853,0,1,0,1,Angsty
83,isawherstandingthere,I Saw Her Standing There,Lennon McCartney,McCartney,1963,0,Beatlemania,1963-03-22,4.0,1.0,0.48066666666666663,0.6806666666666666,-10.747333333333335,0.036399999999999995,0.215,1.1399999999999999e-06,0.3758333333333333,0.9563333333333333,134.81633333333335,161604.33333333334,4.0,I saw her standing there,"1 - 2 - 3 - 4 !Â   Well, she was just 17, You know what I mean, And the way she looked was way beyond compare. So how could I dance with another (ooh)Â  When I saw her standin' there.  Well she looked at me, and I, I could see That before too long I'd fall in love with her. She wouldn't dance with another (whooh) When I saw her standin' there.  Well, my heart went ''boom,'' When I crossed that room, And I held her hand in mine...  Whoah, we danced through the night, And we held each other tight, And before too long I fell in love with her. Now I'll never dance with another (whooh) Since I saw her standing there  Well, my heart went ''boom,'' When I crossed that room, And I held her hand in mine...  Whoah, we danced through the night, And we held each other tight, And before too long I fell in love with her. Now I'll never dance with another (whooh) Since I saw her standing there ",36.4,Please Please Me,Please Please Me,McCartney,1,0,0,0,36,I Saw Her Standing There,The Beatles,1964-02-08,14,1964-03-21,11,140.0,3,3,4,3,3,4.0,0.0,0.842,0.158,0.9792,0.11855500936508179,0.46480709314346313,0.4166378378868103,POSITIVE,0.9796075820922852,0,0,1,0,Fab Four
84,ishouldhaveknownbetter,I Should Have Known Better,Lennon McCartney,Lennon,1964,0,Beatlemania,1964-07-10,7.0,1.0,0.682,0.444,-7.689,0.0289,0.257,0.0,0.115,0.91,130.704,163080.0,4.0,I should have known better,"I should have known better with a girl like you, that I Would love everything that you do; and I do, hey, hey, hey, and I do. Whoa, oh, I never realized what a kiss could be, this could Only happen to me; can't you see, can't you see, That when I tell you that I love you, oh, you're gonna say You love me too, hoo, hoo, hoo, hoo, oh, And when I ask you to be mine, you're gonna say you love me Too. You love me too, you love me too. ",59.0,A Hard Day's Night,A Hard Days Night,Lennon,0,1,0,0,59,I Should Have Known Better,The Beatles,1964-07-25,53,1964-08-15,4,,3,3,3,3,3,3.0,0.022,0.695,0.284,0.9838,0.039842717349529266,0.2577156126499176,0.7024416327476501,POSITIVE,0.999624490737915,0,0,1,1,Angsty
85,iwannabeyourman,I Wanna Be Your Man,Lennon McCartney,Starr,1963,0,Beatlemania,1963-11-22,11.0,1.0,0.494,0.866,-9.535,0.062,0.4565,4.495e-06,0.213,0.687,145.76850000000002,124693.5,4.0,I wanna be your man,"I wanna be your lover baby, I wanna be your man, I wanna be your lover baby, I wanna be your man. Tell me that you love me baby, Like no other can, Love you like no other baby, Like no other can. I wanna be your man, I wanna be your man. Tell me that you love me baby, Tell me you understand, Tell me that you love me baby, I wanna be your man. I wanna be your lover baby, I wanna be your man, I wanna be your lover baby, I wanna be your man. I wanna be your man, I wanna be your man. I wanna be your lover baby, I wanna be your man, I wanna be your lover baby, I wanna be your man. Tell me that you love me baby, Like no other can, Love you like no other baby, Like no other can. I wanna be your man, I wanna be your man. ",33.0,With the Beatles,With The Beatles,Starr,0,0,0,1,33,,,,,,0,,3,3,3,3,4,3.0,0.068,0.608,0.324,0.9948,0.020857322961091995,0.2989213764667511,0.6802213191986084,POSITIVE,0.9985361099243164,1,0,1,0,Fab Four
86,iwanttoholdyourhand,I Want to Hold Your Hand,Lennon McCartney,Lennon McCartney,1963,0,Beatlemania,1964-01-18,7.0,1.0,0.4343333333333333,0.7643333333333334,-8.158666666666667,0.0476,0.35923333333333335,1.9966666666666666e-05,0.5316666666666666,0.7496666666666667,134.76066666666668,146115.66666666666,4.0,I want to hold your hand,"Oh yeah, I'll tell you something, I think you'll understand. When I'll say that something I want to hold your hand, I want to hold your hand, I want to hold your hand.  Oh please, say to me You'll let me be your man And please, say to me You'll let me hold your hand. Now let me hold your hand, I want to hold your hand.  And when I touch you I feel happy inside. It's such a feeling that my love I can't hide, I can't hide, I can't hide.  Yeah, you've got that something, I think you'll understand. When I'll say that something I want to hold your hand, I want to hold your hand, I want to hold your hand.  And when I touch you I feel happy inside. It's such a feeling that my love I can't hide, I can't hide, I can't hide.  Yeh, you've got that something, I think you'll understand. When I'll feel that something I want to hold your hand, I want to hold your hand, I want to hold your hand ",44.57142857142857,Past Masters,,Lennon,0,1,0,0,45,I Want To Hold Your Hand,The Beatles,1964-01-18,17,1964-02-01,15,16.0,3,3,5,4,4,5.0,0.009,0.573,0.418,0.9968,0.012427819892764091,0.21251969039440155,0.7750524878501892,POSITIVE,0.9996628761291504,1,0,1,0,Fab Four
87,iwanttotellyou,I Want to Tell You,Harrison,Harrison,1966,0,Experimental,1966-08-05,9.0,1.0,0.541,0.51925,-9.72075,0.046974999999999996,0.3398,2.6175e-06,0.20725,0.374,126.2855,132919.75,3.75,I want to tell you,"I want to tell you My head is filled with things to say When you're here All those words, they seem to slip away  When I get near you, The games begin to drag me down It's all right I'll make you maybe next time around  But if I seem to act unkind It's only me, it's not my mind That is confusing things.  I want to tell you I feel hung up but I don't know why, I don't mind I could wait forever, I've got time  Sometimes I wish I knew you well, Then I could speak my mind and tell you Maybe you'd understand  I want to tell you I feel hung up but I don't know why, I don't mind I could wait forever, I've got time, I've got time, I've got time ",40.5,Revolver,Revolver,Harrison,0,0,1,0,40,,,,,,0,,3,3,3,3,3,3.0,0.055,0.866,0.079,0.2617,0.42361482977867126,0.4719267785549164,0.10445837676525116,NEGATIVE,0.6279401183128357,0,0,1,5,Eclectic Experiments
88,iwantyoushessoheavy,I Want You (She's So Heavy),Lennon McCartney,Lennon,1969,0,Group of Solo Artists,1969-09-26,9.0,1.0,0.35200000000000004,0.466,-9.358333333333333,0.033999999999999996,0.058033333333333326,0.08448333333333334,0.15456666666666669,0.38599999999999995,134.13833333333335,451426.6666666667,3.3333333333333335,I want you (she's so heavy),I want you so bad it's driving me mad  She's so heavy ,49.666666666666664,Abbey Road,Abbey Road,Lennon,0,1,0,0,50,,,,,,0,,4,4,3,5,3,4.0,0.429,0.491,0.08,-0.7713,0.4812292456626892,0.33458778262138367,0.18418298661708832,NEGATIVE,0.9997356534004211,0,1,0,4,Psychedelic Soundscape
89,iwill,I Will,Lennon McCartney,McCartney,1968,0,Experimental,1968-11-22,5.0,1.0,0.69425,0.35225,-13.49225,0.068775,0.73,0.088025,0.11002499999999998,0.78975,101.56775,94853.5,4.0,I will,Who knows how long I've loved you You know I love you still Will I wait a lonely lifetime If you want me to--I will.  For if I ever saw you I didn't catch your nameÂ  But it never really mattered I will always feel the same.  Love you forever and forever Love you with all my heart Love you whenever we're together Love you when we're apart.  And when at last I find youÂ  Your song will fill the air Sing it loud so I can hear you Make it easy to be near you For the things you do endear you to me You know I will I will. ,42.0,The Beatles (White Album),The Beatles,McCartney,1,0,0,0,42,,,,,,0,,3,3,3,3,3,3.0,0.014,0.724,0.262,0.9877,0.00722766388207674,0.09465716034173965,0.8981152176856995,POSITIVE,0.9994853734970093,0,0,1,2,Acoustic Beauty
90,ififell,If I Fell,Lennon McCartney,Lennon McCartney,1964,0,Beatlemania,1964-07-10,2.0,1.0,0.685,0.3415,-10.1525,0.02865,0.36060000000000003,0.0,0.09104999999999999,0.528,111.52850000000001,134233.5,4.0,If I fell,If I fell in love with you Would you promise to be true And help me understand â€˜cause I've been in love before And I found that love was more Than just holding hands  If I give my heart to you I must be sure From the very start That you would love me more than her  If I trust in you oh please Don't run and hide If I love you too oh please Don't hurt my pride like her â€˜cause I couldn't stand the pain And I would be sad if our new love was in vain  So I hope you see that I Would love to love you And that she will cry When she learns we are two  If I fell in love with you ,48.0,A Hard Day's Night,A Hard Days Night,Lennon,0,1,0,0,48,If I Fell,The Beatles,1964-08-01,53,1964-09-05,9,,3,3,3,3,4,3.0,0.064,0.539,0.397,0.9954,0.05375514179468155,0.3727378845214844,0.5735069513320923,POSITIVE,0.9950498938560486,0,0,1,1,Angsty
